-2.865169763565063477e+00	1.122570133209228516e+01
-3.036578416824340820e+00	1.090121936798095703e+01
-2.974236011505126953e+00	1.041768836975097656e+01
-2.809209346771240234e+00	9.888914108276367188e+00
-2.611745834350585938e+00	9.702293395996093750e+00
-1.747551411390304565e-01	6.627533435821533203e+00
9.334352016448974609e-01	5.419114112854003906e+00
-5.117436408996582031e+00	1.143664550781250000e+01
-5.648859500885009766e+00	1.212420845031738281e+01
-5.540363311767578125e+00	1.234284973144531250e+01
-3.866084098815917969e+00	9.918848037719726562e+00
-3.661635637283325195e+00	9.434129714965820312e+00
-3.106489896774291992e+00	8.674067497253417969e+00
-2.522838592529296875e+00	8.192655563354492188e+00
-2.097360372543334961e+00	7.952541351318359375e+00
-1.834794521331787109e+00	7.702697753906250000e+00
-9.890285730361938477e-01	9.649261474609375000e+00
-9.144850373268127441e-01	9.689307212829589844e+00
-1.128771424293518066e+00	6.251668930053710938e+00
-6.701092123985290527e-01	6.168255329132080078e+00
-4.814841225743293762e-02	6.033390998840332031e+00
2.405470013618469238e-01	5.809839725494384766e+00
6.082225590944290161e-02	5.330542087554931641e+00
-3.859024047851562500e-01	5.248979091644287109e+00
-8.646562576293945312e+00	1.146052742004394531e+01
-9.098738670349121094e+00	1.101519107818603516e+01
-9.717959403991699219e+00	1.098355484008789062e+01
-9.932915687561035156e+00	1.186290836334228516e+01
-2.751249074935913086e+00	8.878268241882324219e+00
-2.796569585800170898e+00	9.120566368103027344e+00
-3.021067857742309570e+00	1.185251712799072266e+01
-5.510194897651672363e-01	5.313134670257568359e+00
-1.168748378753662109e+00	5.418439865112304688e+00
-2.020722389221191406e+00	5.429537773132324219e+00
-2.482664346694946289e+00	5.552721977233886719e+00
-6.593527793884277344e+00	5.787976264953613281e+00
9.063498377799987793e-01	6.420506954193115234e+00
1.340554594993591309e+00	5.776458263397216797e+00
-7.466200351715087891e+00	1.211950969696044922e+01
-7.858193874359130859e+00	1.262611007690429688e+01
-7.849477767944335938e+00	1.309522533416748047e+01
-7.718734741210937500e+00	1.273508548736572266e+01
-8.310700416564941406e+00	1.209713935852050781e+01
-3.049069881439208984e+00	1.075556659698486328e+01
-2.963480949401855469e+00	1.033395385742187500e+01
-2.761390447616577148e+00	9.820268630981445312e+00
1.172473132610321045e-01	6.807315826416015625e+00
8.999999165534973145e-01	5.369635581970214844e+00
-5.048435211181640625e+00	1.138532447814941406e+01
-5.310065746307373047e+00	1.159458446502685547e+01
-5.645118713378906250e+00	1.228062343597412109e+01
-5.235623836517333984e+00	1.225100994110107422e+01
-3.748369216918945312e+00	9.662690162658691406e+00
-3.425691366195678711e+00	9.011476516723632812e+00
-2.840068101882934570e+00	8.417377471923828125e+00
-2.307000398635864258e+00	8.078535079956054688e+00
-1.921700239181518555e+00	7.795664787292480469e+00
-9.560541510581970215e-01	9.735927581787109375e+00
-9.964069128036499023e-01	9.635239601135253906e+00
-1.166810393333435059e+00	6.255382537841796875e+00
-8.069394826889038086e-01	6.214280605316162109e+00
7.652692794799804688e-01	6.297549247741699219e+00
