-4.009109475146004797e+01	-1.293750135316341243e+01
-3.995013402085108822e+01	-1.260792260332809001e+01
-3.982386210175135943e+01	-1.235499462253899594e+01
-3.969858910072041169e+01	-1.211973161644989361e+01
-3.957201020439602246e+01	-1.187518794664573107e+01
-3.944073400738302126e+01	-1.160246668529691227e+01
-3.929943707124694185e+01	-1.129353939302392362e+01
-3.914404548306264076e+01	-1.095223364968314073e+01
-3.897395914223326940e+01	-1.058946505793662496e+01
-3.879409504224479122e+01	-1.021720218496706423e+01
-3.860906412915928598e+01	-9.844357978713839330e+00
-3.842251659331796532e+01	-9.476129649680986589e+00
-3.823759094070063469e+01	-9.115768201525419556e+00
-3.805680690355293905e+01	-8.765930727819418067e+00
-3.788351658338701355e+01	-8.429883846044830875e+00
-3.772111583474115548e+01	-8.112319343131956018e+00
-3.757515218487566955e+01	-7.820397801535466265e+00
-3.745263381990022111e+01	-7.561990346994782897e+00
-3.736173203923580388e+01	-7.344638181122571829e+00
-3.730654728827558131e+01	-7.170930062507868463e+00
-3.728223986155428804e+01	-7.035571923724584842e+00
-3.727877733478058531e+01	-6.928200681048582332e+00
-3.728536584267507692e+01	-6.837242934729877319e+00
-3.729607358570395803e+01	-6.748080432678462692e+00
-4.124444563759370652e+01	-1.602959315891662939e+01
-4.112998257807613811e+01	-1.580109739633421384e+01
-4.100308217001659727e+01	-1.554419829670648845e+01
-4.086119816242406699e+01	-1.524958184847955955e+01
-4.071406459337779893e+01	-1.493713897143187985e+01
-4.057305641977151822e+01	-1.462043343322740618e+01
-4.042418669787793561e+01	-1.425412837428717694e+01
4.312147718492934878e+00	-4.794148017858747224e+00
4.448566347815192223e+00	-4.840444836079748292e+00
4.599754374407385882e+00	-4.883642853981419840e+00
4.780086452633839578e+00	-4.931060241317657855e+00
4.984529529183027385e+00	-4.983285042740030590e+00
5.194475749091401973e+00	-5.036448561866403217e+00
5.403304441132992686e+00	-5.089949021037267762e+00
-4.179320460211711463e+01	-1.736089346057971028e+01
-4.164950376520242514e+01	-1.703687709639040904e+01
-4.149676899037293509e+01	-1.671279857960441717e+01
-4.133986143601197227e+01	-1.641730853721684014e+01
-4.118084071968878845e+01	-1.616945021238145586e+01
-3.889644976481648087e+01	-1.257638769339049567e+01
-3.879133515439562530e+01	-1.232345504376716860e+01
-3.867000323829955732e+01	-1.205359042400585956e+01
-3.852054287368971330e+01	-1.173595148086493012e+01
-3.834578948270793575e+01	-1.138116359316224901e+01
-3.815767262401944038e+01	-1.101044703798186397e+01
-3.796355930255754885e+01	-1.063650784531976434e+01
-3.776674804179631195e+01	-1.026460293051048289e+01
-3.756841925568171092e+01	-9.896299984389546722e+00
-3.736918761033746961e+01	-9.531558846657107509e+00
-3.717000685282201289e+01	-9.169769353107604104e+00
-3.697240220212867001e+01	-8.810135086006946281e+00
-3.677916476302550564e+01	-8.453518322929808093e+00
-3.659627683430395706e+01	-8.106426107880777110e+00
-3.643418930291854707e+01	-7.788871367521930544e+00
-3.630545613201095989e+01	-7.532509562422815996e+00
-3.621451590410138976e+01	-7.347581421649026723e+00
-3.615596202769452816e+01	-7.209663040918785626e+00
5.426263911396975281e+00	-5.210202084873776229e+00
5.697774995634071971e+00	-5.255761580556486123e+00
5.989274148374898132e+00	-5.329475668368385044e+00
6.290668565369093024e+00	-5.421955960194757118e+00
6.578833160224382581e+00	-5.518070730742246077e+00
-4.219702097423720488e+01	-1.838970933066127600e+01
-4.211312008337151269e+01	-1.823664260280308724e+01
-4.201794667685877016e+01	-1.808388034220509155e+01
-4.189421689907333501e+01	-1.790586146751341801e+01
-4.057158662544055971e+01	-1.618184896078183499e+01
-4.035060737303560074e+01	-1.594141166788439357e+01
-4.013016838958579768e+01	-1.567562356862332607e+01
-3.989496512704142361e+01	-1.537798696754131456e+01
-3.964893040269973312e+01	-1.506206644293954966e+01
-3.939572129051107652e+01	-1.472755648671337525e+01
-3.914349151692885442e+01	-1.435331079760374351e+01
-3.891144921515177657e+01	-1.391534222944354582e+01
-3.872627689103062210e+01	-1.342924896778278843e+01
-3.859610943020820173e+01	-1.298796155024581545e+01
-3.847844906742211180e+01	-1.262946693168516354e+01
-3.833676558809101209e+01	-1.229408430228728477e+01
-3.816639933051685318e+01	-1.194316143920851481e+01
-3.797944814800075619e+01	-1.157579890247179932e+01
-3.778590015604712704e+01	-1.120134127642783284e+01
-3.758989828523521481e+01	-1.082633782520669818e+01
-3.739226647348588983e+01	-1.045373936889845368e+01
-3.719281383476752723e+01	-1.008409307066929195e+01
-3.699138462022657592e+01	-9.717061575896572378e+00
-3.678848394119461318e+01	-9.351722973816402273e+00
-3.658625058091515569e+01	-8.986976819589836296e+00
-3.638823583080067436e+01	-8.622526013866174566e+00
-3.620071101476857223e+01	-8.262624123976623380e+00
-3.603309443235033172e+01	-7.922586918347231055e+00
-3.589360673038611793e+01	-7.632478719759533625e+00
-3.578293686819032615e+01	-7.416289548464637171e+00
-3.569395543023316009e+01	-7.260913421380261745e+00
-3.561186312834254863e+01	-7.122756353769062798e+00
2.606363633225729171e+00	-5.574366280590776768e+00
2.829593909402859264e+00	-5.594343065340882326e+00
3.101656068518281462e+00	-5.588970233970257162e+00
3.445190733512217385e+00	-5.577885260730801598e+00
3.825147708346043007e+00	-5.577824933471761781e+00
4.199424721534850136e+00	-5.594490149381813104e+00
4.550277224116193509e+00	-5.615516769966570898e+00
4.891726140502143494e+00	-5.625594063080646912e+00
6.946901310857279022e+00	-5.778922495905862711e+00
7.118353581360992166e+00	-5.793899998759317604e+00
7.247186435946132654e+00	-5.801864392385972735e+00
7.354636556964096350e+00	-5.797612378557831292e+00
-4.266580667938886506e+01	-2.320108486595212938e+01
-4.253236976125153035e+01	-2.303055100556654011e+01
