1.195112781954887282e+02	2.530827067669173118e+02	7.700616408144915681e+01
1.201503759398496243e+02	2.530827067669173118e+02	7.706325474343418591e+01
1.207894736842105345e+02	2.530827067669173118e+02	7.711579433519118254e+01
1.214285714285714306e+02	2.530827067669173118e+02	7.716377882304179536e+01
1.220676691729323409e+02	2.530827067669173118e+02	7.720720451885570412e+01
1.227067669172932369e+02	2.530827067669173118e+02	7.724606808146268122e+01
1.233458646616541330e+02	2.530827067669173118e+02	7.728036651793365763e+01
1.239849624060150433e+02	2.530827067669173118e+02	7.731009718473026737e+01
1.246240601503759393e+02	2.530827067669173118e+02	7.733525778872161993e+01
1.252631578947368496e+02	2.530827067669173118e+02	7.735584638806713542e+01
1.259022556390977456e+02	2.530827067669173118e+02	7.737186139296512977e+01
1.265413533834586559e+02	2.530827067669173118e+02	7.738330156626602729e+01
1.271804511278195520e+02	2.530827067669173118e+02	7.739016602395014388e+01
1.278195488721804622e+02	2.530827067669173118e+02	7.739245423546891800e+01
1.284586466165413583e+02	2.530827067669173118e+02	7.739016602395014388e+01
1.290977443609022544e+02	2.530827067669173118e+02	7.738330156626602729e+01
1.297368421052631504e+02	2.530827067669173118e+02	7.737186139296512977e+01
1.303759398496240749e+02	2.530827067669173118e+02	7.735584638806713542e+01
1.310150375939849710e+02	2.530827067669173118e+02	7.733525778872161993e+01
1.316541353383458670e+02	2.530827067669173118e+02	7.731009718473026737e+01
1.322932330827067631e+02	2.530827067669173118e+02	7.728036651793365763e+01
1.329323308270676876e+02	2.530827067669173118e+02	7.724606808146268122e+01
1.335714285714285836e+02	2.530827067669173118e+02	7.720720451885570412e+01
1.342105263157894797e+02	2.530827067669173118e+02	7.716377882304179536e+01
1.150375939849624132e+02	2.524436090225563873e+02	7.737643737386642329e+01
1.156766917293233092e+02	2.524436090225563873e+02	7.746569257605447945e+01
1.163157894736842195e+02	2.524436090225563873e+02	7.755041208839058697e+01
1.169548872180451156e+02	2.524436090225563873e+02	7.763058941153356329e+01
1.175939849624060116e+02	2.524436090225563873e+02	7.770621838315931029e+01
1.182330827067669219e+02	2.524436090225563873e+02	7.777729318030380057e+01
1.188721804511278179e+02	2.524436090225563873e+02	7.784380832158308294e+01
1.348496240601503757e+02	2.524436090225563873e+02	7.801594616322070408e+01
1.354887218045112718e+02	2.524436090225563873e+02	7.796313943136024704e+01
1.361278195488721963e+02	2.524436090225563873e+02	7.790575866928931248e+01
1.367669172932330923e+02	2.524436090225563873e+02	7.784380832158308294e+01
1.374060150375939884e+02	2.524436090225563873e+02	7.777729318030380057e+01
1.380451127819548844e+02	2.524436090225563873e+02	7.770621838315931029e+01
1.386842105263157805e+02	2.524436090225563873e+02	7.763058941153356329e+01
1.124812030075188005e+02	2.518045112781954913e+02	7.786904473666947979e+01
1.131203007518796966e+02	2.518045112781954913e+02	7.797691358187205424e+01
1.137593984962406068e+02	2.518045112781954913e+02	7.808025389318466125e+01
1.143984962406015029e+02	2.518045112781954913e+02	7.817905773070883413e+01
1.150375939849624132e+02	2.518045112781954913e+02	7.827331748572885317e+01
1.214285714285714306e+02	2.518045112781954913e+02	7.896455878857803157e+01
1.220676691729323409e+02	2.518045112781954913e+02	7.900842882399170719e+01
